63.8874	666	661	623	662
63.8689	618	673	628	654
63.8504	642	648	673	639
63.8318	612	627	623	638
63.8133	593	601	624	624
63.7948	643	599	606	610
63.7762	595	608	592	604
63.7577	574	602	645	566
63.7392	535	591	562	557
63.7207	561	546	569	574
63.7021	572	564	559	545
63.6836	522	565	523	544
63.6651	535	527	561	531
63.6466	541	536	545	536
63.6280	517	526	532	513
63.6095	509	583	557	476
63.5910	492	475	495	511
63.5724	534	470	485	461
63.5539	446	501	452	469
63.5354	468	496	463	494
63.5169	505	493	476	456
63.4983	471	492	498	429
63.4798	453	488	448	443
63.4613	464	490	481	436
63.4428	456	447	437	496
63.4242	439	486	444	445
63.4057	448	437	446	428
63.3872	430	453	446	429
63.3686	388	472	394	441
63.3501	437	440	451	447
63.3316	399	380	392	412
63.3131	425	422	423	412
63.2945	433	406	427	411
63.2760	407	446	420	402
63.2575	381	412	408	428
63.2390	350	369	391	397
63.2204	380	393	418	355
63.2019	399	406	342	387
63.1834	391	402	370	380
63.1648	344	417	374	405
63.1463	380	378	365	371
63.1278	336	393	373	430
63.1093	378	361	385	376
63.0907	332	375	368	357
63.0722	336	418	344	359
63.0537	320	380	391	370
63.0352	368	392	350	362
63.0166	316	339	350	347
62.9981	349	354	364	361
62.9796	314	359	356	371
62.9610	326	381	340	357
62.9425	332	363	361	327
62.9240	339	342	346	348
62.9055	368	336	316	331
62.8869	343	304	340	363
62.8684	332	373	390	340
62.8499	347	327	336	342
62.8314	342	318	324	330
62.8128	330	336	327	332
62.7943	334	346	304	326
62.7758	329	313	334	334
62.7572	304	326	311	325
62.7387	308	317	304	337
62.7202	325	311	293	314
62.7017	314	324	324	306
62.6831	288	319	323	327
62.6646	318	345	290	325
62.6461	288	342	316	332
62.6276	298	310	313	290
62.6090	316	321	314	304
62.5905	279	331	281	288
62.5720	328	301	311	304
62.5534	263	290	350	266
62.5349	318	300	309	334
62.5164	316	316	337	311
62.4979	279	312	276	331
62.4793	318	302	285	289
62.4608	290	307	295	280
62.4423	283	305	291	283
62.4238	293	263	265	270
62.4052	292	267	297	326
62.3867	269	289	290	289
62.3682	285	289	322	286
62.3496	301	268	269	264
62.3311	258	317	336	267
62.3126	265	284	299	276
62.2941	243	313	233	285
62.2755	283	291	264	289
62.2570	284	273	284	283
62.2385	272	250	258	254
62.2200	262	274	282	284
62.2014	251	271	328	258
62.1829	305	290	273	280
62.1644	300	273	273	255
62.1458	249	266	279	284
62.1273	311	248	264	259
62.1088	287	250	286	261
62.0903	268	267	260	265
62.0717	260	239	297	282
62.0532	265	282	283	270
62.0347	259	279	291	220
62.0162	272	285	268	255
61.9976	244	282	298	252
